Date,RPM,Speed,nGear,Throttle,Brake,DRS,Source,Time,SessionTime,Distance,X,Y,Z,s_m,kappa,lat_acc_smooth,v_ms,lat_acc_est,in_curve_est
2024-04-07 06:52:33.146,6458.0,96.0,3,0.0,True,0,car,0 days 00:00:45.992000,0 days 02:51:31.512000,2867.242500000002,-578.8,149.4,91.7,2538.3322515343857,0.03649723591380826,18.664375053681436,26.666666666666664,25.953589983152536,1
2024-04-07 06:52:33.386,6313.0,91.0,3,0.0,True,0,car,0 days 00:00:46.232000,0 days 02:51:31.752000,2873.3091666666687,-582.4,155.4,91.8,2545.5016308659597,0.032977281714357154,18.664375053681436,25.27777777777778,21.07136341640367,1
2024-04-07 06:52:34.546,5475.0,70.0,3,10.0,False,0,car,0 days 00:00:47.392000,0 days 02:51:32.912000,2895.8647222222244,-602.8,162.9,92.2,2553.77749940044,0.0285681969148454,18.664375053681436,19.444444444444443,10.801247290335066,1
2024-04-07 06:52:34.866,5214.0,71.0,3,9.0,False,0,car,0 days 00:00:47.712000,0 days 02:51:33.232000,2902.1758333333355,-608.5,161.3,92.3,2559.47749940044,0.047984586529599575,16.231124563851377,19.72222222222222,18.664375053681436,1
2024-04-07 06:52:35.146,5807.0,73.0,3,25.0,False,0,car,0 days 00:00:47.992000,0 days 02:51:33.512000,2907.853611111113,-615.7,157.0,92.5,2565.3978034466863,0.03947370507553272,10.801247290335066,20.27777777777778,16.231124563851377,1
2024-04-07 06:52:35.346,5852.0,76.0,3,12.0,False,0,car,0 days 00:00:48.192000,0 days 02:51:33.712000,2912.075833333335,-615.7,157.0,92.5,2572.0686354787495,0.017667494923800615,9.947515526581995,21.11111111111111,7.874031688261755,1
2024-04-07 06:52:35.585,5986.0,78.0,3,25.0,False,0,car,0 days 00:00:48.431000,0 days 02:51:33.951000,2917.2541666666684,-620.8,151.8,92.6,2578.5068029198774,0.017451381010017464,9.41293324043929,21.666666666666668,8.192453863035977,1
2024-04-07 06:52:35.825,6330.0,82.0,3,29.0,False,0,car,0 days 00:00:48.671000,0 days 02:51:34.191000,2922.720833333335,-624.3,147.1,92.6,2584.3668370494706,0.019173081681216928,8.192453863035977,22.77777777777778,9.947515526581995,1
2024-04-07 06:52:36.145,6952.0,86.0,3,42.0,False,0,car,0 days 00:00:48.991000,0 days 02:51:34.511000,2930.3652777777797,-628.7,139.8,92.7,2591.178591595841,0.01649426917199746,7.874031688261755,23.88888888888889,9.41293324043929,1
2024-04-07 06:52:36.305,7555.0,89.0,3,52.0,False,0,car,0 days 00:00:49.151000,0 days 02:51:34.671000,2934.3208333333355,-628.7,139.8,92.7,2597.0386257254345,0.010608944823942004,6.484062650497269,24.72222222222222,6.484062650497269,1
2024-04-07 06:52:36.625,8254.0,101.0,3,64.0,False,0,car,0 days 00:00:49.471000,0 days 02:51:34.991000,2943.298611111113,-634.8,128.0,92.6,2603.0801487122317,0.0,0.0,28.055555555555554,0.0,0
2024-04-07 06:52:36.785,8545.0,105.0,3,70.0,False,0,car,0 days 00:00:49.631000,0 days 02:51:35.151000,2947.96527777778,-634.8,128.0,92.6,2609.121671699029,0.0,0.0,29.166666666666664,0.0,0
2024-04-07 06:52:36.945,9105.0,109.0,3,76.0,False,0,car,0 days 00:00:49.791000,0 days 02:51:35.311000,2952.8097222222245,-637.7,122.7,92.6,2615.163194685826,0.0,0.0,30.27777777777778,0.0,0
2024-04-07 06:52:37.145,9130.0,122.0,3,72.0,False,0,car,0 days 00:00:49.991000,0 days 02:51:35.511000,2959.5875000000024,-643.8,111.5,92.6,2621.2047176726232,0.0,0.0,33.888888888888886,0.0,0
2024-04-07 06:52:37.385,10670.0,126.0,3,97.0,False,0,car,0 days 00:00:50.231000,0 days 02:51:35.751000,2967.9875000000025,-643.8,111.5,92.6,2629.677025504613,0.0,0.0,35.0,0.0,0
2024-04-07 06:52:37.585,11735.0,141.0,3,100.0,False,0,car,0 days 00:00:50.431000,0 days 02:51:35.951000,2975.8208333333355,-648.2,103.6,92.7,2638.719702099516,0.0,0.0,39.166666666666664,0.0,0
2024-04-07 06:52:37.825,12113.0,157.0,3,100.0,False,0,car,0 days 00:00:50.671000,0 days 02:51:36.191000,2986.287500000002,-652.5,96.3,92.7,2647.24319903446,-0.0037138262147213127,1.3284694073308372,43.61111111111111,7.063433824588397,0
2024-04-07 06:52:38.025,11975.0,166.0,3,100.0,False,0,car,0 days 00:00:50.871000,0 days 02:51:36.391000,2995.5097222222244,-658.1,86.9,92.8,2656.435587189885,0.00062479908255943,1.4775667737905442,46.11111111111111,1.3284694073308372,1
2024-04-07 06:52:38.345,10820.0,179.0,3,100.0,False,0,car,0 days 00:00:51.191000,0 days 02:51:36.711000,3011.4208333333354,-662.8,79.6,92.8,2666.115463222149,-0.0035391932748343956,2.6046459162484754,49.72222222222222,8.74994534868587,1
2024-04-07 06:52:38.625,11499.0,191.0,4,100.0,False,0,car,0 days 00:00:51.471000,0 days 02:51:36.991000,3026.276388888891,-675.1,60.6,92.9,2677.057126715421,0.0005249106490591116,2.9835033540341063,53.05555555555556,1.4775667737905442,1
2024-04-07 06:52:38.905,11987.0,198.0,4,100.0,False,0,car,0 days 00:00:51.751000,0 days 02:51:37.271000,3041.676388888891,-680.4,52.5,93.0,2688.7985065321204,-0.0009862821005071425,2.791410613154765,55.0,2.9835033540341063,1
2024-04-07 06:52:39.146,11007.0,207.0,4,100.0,False,0,car,0 days 00:00:51.992000,0 days 02:51:37.512000,3055.533888888891,-688.6,40.3,93.1,2703.4981663921308,-0.0007877946060486882,2.9835033540341063,57.5,2.6046459162484754,1
2024-04-07 06:52:39.466,11167.0,216.0,5,100.0,False,0,car,0 days 00:00:52.312000,0 days 02:51:37.832000,3074.7338888888908,-695.5,30.8,93.1,2717.9498098972826,-0.0023760916322732323,2.9835033540341063,60.0,8.553929876183636,1
2024-04-07 06:52:39.666,11470.0,219.0,5,100.0,False,0,car,0 days 00:00:52.512000,0 days 02:51:38.032000,3086.9005555555577,-705.2,18.5,93.2,2733.302334119703,-0.0007542937292067672,7.138788978197216,60.83333333333333,2.791410613154765,1
2024-04-07 06:52:39.946,11828.0,229.0,5,100.0,False,0,car,0 days 00:00:52.792000,0 days 02:51:38.312000,3104.711666666669,-716.2,6.6,93.4,2749.1064475083117,-0.0017642437245177615,8.553929876183636,63.61111111111111,7.138788978197216,1
2024-04-07 06:52:40.106,11548.0,233.0,5,100.0,False,0,car,0 days 00:00:52.952000,0 days 02:51:38.472000,3115.0672222222242,-726.6,-2.8,93.5,2764.9105608969203,-0.002172752647417598,8.876293118916644,64.72222222222221,9.10158707373873,1
2024-04-07 06:52:40.266,10632.0,233.0,5,100.0,False,0,car,0 days 00:00:53.112000,0 days 02:51:38.632000,3125.42277777778,-743.0,-15.6,93.6,2781.115806961081,-0.002118969935367381,9.10158707373873,64.72222222222221,8.876293118916644,1
2024-04-07 06:52:40.546,10930.0,237.0,6,100.0,False,0,car,0 days 00:00:53.392000,0 days 02:51:38.912000,3143.8561111111135,-743.0,-15.6,93.6,2799.1579797792315,-0.006164092277443655,19.595618317636024,65.83333333333333,26.715347155226283,1
2024-04-07 06:52:40.826,11049.0,245.0,6,100.0,False,0,car,0 days 00:00:53.672000,0 days 02:51:39.192000,3162.9116666666687,-767.3,-29.6,94.0,2816.424131637709,-0.006441135178714465,19.595618317636024,68.05555555555556,29.832495301106157,1
2024-04-07 06:52:41.186,11294.0,250.0,6,100.0,False,0,car,0 days 00:00:54.032000,0 days 02:51:39.552000,3187.9116666666687,-782.7,-34.7,94.1,2841.253549673579,-0.00447910691970298,19.595618317636024,69.44444444444444,21.60063136430835,1
2024-04-07 06:52:41.586,11533.0,256.0,6,100.0,False,0,car,0 days 00:00:54.432000,0 days 02:51:39.952000,3216.3561111111135,-813.4,-40.1,94.1,2866.0829677094493,-0.0038751100676965764,19.595618317636024,71.11111111111111,19.595618317636024,1
2024-04-07 06:52:41.906,11701.0,262.0,6,100.0,False,0,car,0 days 00:00:54.752000,0 days 02:51:40.272000,3239.6450000000023,-843.7,-42.7,93.6,2889.6269690686067,-0.00019046358375577599,1.5461748255807415,72.77777777777777,1.0088103582817503,1
2024-04-07 06:52:42.066,10861.0,262.0,6,100.0,False,0,car,0 days 00:00:54.912000,0 days 02:51:40.432000,3251.2894444444464,-867.1,-42.6,93.0,2913.026969068607,-0.00019163567841093832,1.5461748255807415,72.77777777777777,1.0150184806204048,1
2024-04-07 06:52:42.225,10587.0,265.0,6,100.0,False,0,car,0 days 00:00:55.071000,0 days 02:51:40.591000,3262.993611111113,-867.1,-42.6,93.0,2935.3271932827265,-0.0002778208694833846,1.5461748255807415,73.61111111111111,1.505398962922121,1
2024-04-07 06:52:42.505,10751.0,269.0,7,100.0,False,0,car,0 days 00:00:55.351000,0 days 02:51:40.871000,3283.9158333333353,-887.8,-40.8,92.3,2957.699721079111,-0.00027692300741457985,1.5461748255807415,74.72222222222221,1.5461748255807415,1
2024-04-07 06:52:42.785,10890.0,272.0,7,100.0,False,0,car,0 days 00:00:55.631000,0 days 02:51:41.151000,3305.071388888891,-910.1,-37.3,91.2,2978.4778345642185,-0.0036605150017514055,15.797838928892377,75.55555555555556,20.89656959024506,1
2024-04-07 06:52:43.025,10973.0,275.0,7,100.0,False,0,car,0 days 00:00:55.871000,0 days 02:51:41.391000,3323.4047222222243,-933.8,-31.6,90.0,2999.4716431753304,-0.0036229060447884117,18.86400658424868,76.38888888888889,21.140607225086697,1
2024-04-07 06:52:43.185,11036.0,276.0,7,100.0,False,0,car,0 days 00:00:56.031000,0 days 02:51:41.551000,3335.6713888888908,-933.8,-31.6,90.0,3020.6456838855966,-0.002687723069187739,18.86400658424868,76.66666666666667,15.797838928892377,1
2024-04-07 06:52:43.425,11080.0,279.0,7,100.0,False,0,car,0 days 00:00:56.271000,0 days 02:51:41.791000,3354.271388888891,-951.6,-26.3,89.3,3039.3360557385054,-0.003611615425658768,18.86400658424868,77.5,21.692265150362974,1
2024-04-07 06:52:43.625,11101.0,281.0,7,100.0,False,0,car,0 days 00:00:56.471000,0 days 02:51:41.991000,3369.882500000002,-972.1,-19.3,88.8,3057.716752134453,-0.003096180713667037,15.797838928892377,78.05555555555556,18.86400658424868,1
2024-04-07 06:52:43.785,11203.0,282.0,7,100.0,False,0,car,0 days 00:00:56.631000,0 days 02:51:42.151000,3382.4158333333357,-989.7,-12.6,88.6,3076.7359529588834,-0.00019670767308574682,1.2626191590392553,78.33333333333333,1.207020138462263,0
2024-04-07 06:52:44.225,11318.0,286.0,7,100.0,False,0,car,0 days 00:00:57.071000,0 days 02:51:42.591000,3417.371388888891,-1002.9,-7.4,88.6,3095.568106314249,-0.0001986614418185088,1.253835748069965,79.44444444444444,1.253835748069965,0
2024-04-07 06:52:44.585,11371.0,287.0,7,100.0,False,0,car,0 days 00:00:57.431000,0 days 02:51:42.951000,3446.071388888891,-1036.0,8.0,89.2,3114.400259669614,-0.0001986614418185088,1.207020138462263,79.72222222222221,1.2626191590392553,0
2024-04-07 06:52:44.825,11435.0,288.0,7,100.0,False,0,car,0 days 00:00:57.671000,0 days 02:51:43.191000,3465.271388888891,-1047.0,14.6,89.6,3133.64421976103,0.0,0.0,80.0,0.0,0
2024-04-07 06:52:44.985,11386.0,289.0,7,100.0,False,0,car,0 days 00:00:57.831000,0 days 02:51:43.351000,3478.115833333336,-1070.6,31.2,90.6,3152.888179852446,0.0,0.0,80.27777777777777,0.0,0
2024-04-07 06:52:45.225,11479.0,290.0,7,100.0,False,0,car,0 days 00:00:58.071000,0 days 02:51:43.591000,3497.449166666669,-1085.4,43.5,91.3,3172.1321399438616,0.0,0.0,80.55555555555556,0.0,0
2024-04-07 06:52:45.465,11474.0,291.0,7,100.0,False,0,car,0 days 00:00:58.311000,0 days 02:51:43.831000,3516.849166666669,-1085.4,43.5,91.3,3191.3761000352774,0.0,0.0,80.83333333333333,0.0,0
2024-04-07 06:52:45.625,11483.0,291.0,7,100.0,False,0,car,0 days 00:00:58.471000,0 days 02:51:43.991000,3529.782500000002,-1118.9,80.8,92.5,3208.9129184468366,0.0,0.0,80.83333333333333,0.0,0
2024-04-07 06:52:45.866,11523.0,292.0,7,100.0,False,0,car,0 days 00:00:58.712000,0 days 02:51:44.232000,3549.3302777777803,-1118.9,80.8,92.5,3208.9129184468366,-0.05,1.4426864199700697,81.11111111111111,328.95061728395063,1
2024-04-07 06:52:46.146,11590.0,293.0,7,100.0,False,0,car,0 days 00:00:58.992000,0 days 02:51:44.512000,3572.1191666666687,-1131.4,99.8,92.9,3231.656049277925,-0.003690178705880581,1.4426864199700697,81.38888888888889,24.444301830335032,1
2024-04-07 06:52:46.426,11631.0,294.0,7,100.0,False,0,car,0 days 00:00:59.272000,0 days 02:51:44.792000,3594.9858333333354,-1131.4,99.8,92.9,3231.656049277925,-0.05,1.4426864199700697,81.66666666666667,333.4722222222223,1
2024-04-07 06:52:46.586,11643.0,295.0,7,100.0,False,0,car,0 days 00:00:59.432000,0 days 02:51:44.952000,3608.0969444444468,-1152.0,142.7,93.7,3253.0345431444252,0.00021484879060973403,1.4426864199700697,81.94444444444444,1.4426864199700697,1
2024-04-07 06:52:46.906,11636.0,296.0,7,100.0,False,0,car,0 days 00:00:59.752000,0 days 02:51:45.272000,3634.408055555558,-1152.0,142.7,93.7,3261.2807543956606,0.0,1.4001420590107678,82.22222222222221,0.0,1
2024-04-07 06:52:47.146,11672.0,296.0,7,100.0,False,0,car,0 days 00:00:59.992000,0 days 02:51:45.512000,3654.141388888891,-1161.8,165.4,94.0,3283.458445889592,0.00020710647695374766,1.4001420590107678,82.22222222222221,1.4001420590107678,1
2024-04-07 06:52:47.306,11674.0,296.0,7,100.0,False,0,car,0 days 00:01:00.152000,0 days 02:51:45.672000,3667.296944444447,-1165.0,173.0,94.1,3305.6361373835234,0.00020710647695374766,1.4001420590107678,82.22222222222221,1.4001420590107678,1
2024-04-07 06:52:47.506,11481.0,297.0,7,4.0,False,0,car,0 days 00:01:00.352000,0 days 02:51:45.872000,3683.7969444444466,-1173.7,193.4,94.2,3328.267973367376,0.00020295054963956073,1.4001420590107678,82.5,1.3813321784842603,1
2024-04-07 06:52:47.666,11481.0,292.0,7,4.0,True,0,car,0 days 00:01:00.512000,0 days 02:51:46.032000,3696.7747222222247,-1183.9,215.6,94.4,3351.0758667378736,0.0,1.4001420590107678,81.11111111111111,0.0,1
2024-04-07 06:52:47.906,11179.0,265.0,7,0.0,True,0,car,0 days 00:01:00.752000,0 days 02:51:46.272000,3714.4413888888917,-1194.2,235.5,94.4,3375.548913135901,0.0006459743214008389,1.3813321784842603,73.61111111111111,3.5002736666955183,0
2024-04-07 06:52:48.346,10316.0,237.0,6,0.0,True,0,car,0 days 00:01:01.192000,0 days 02:51:46.712000,3743.4080555555583,-1208.5,258.1,94.3,3400.021959533928,0.0006459743214008389,0.0,65.83333333333333,2.7996706526823854,0
2024-04-07 06:52:49.545,10886.0,211.0,5,79.0,False,0,car,0 days 00:01:02.391000,0 days 02:51:47.911000,3813.6827777777803,-1286.0,282.9,94.5,3422.4295475344247,0.0,0.0,58.61111111111111,0.0,0
2024-04-07 06:52:49.785,10993.0,212.0,5,83.0,False,0,car,0 days 00:01:02.631000,0 days 02:51:48.151000,3827.816111111114,-1286.0,282.9,94.5,3436.7295475344245,0.0,2.7996706526823854,58.888888888888886,0.0,1
2024-04-07 06:52:49.945,10993.0,214.0,5,77.0,False,0,car,0 days 00:01:02.791000,0 days 02:51:48.311000,3837.327222222225,-1286.0,282.9,94.5,3448.1295475344245,0.0,2.7996706526823854,59.44444444444444,0.0,1
2024-04-07 06:52:50.105,10431.0,213.0,5,0.0,True,0,car,0 days 00:01:02.951000,0 days 02:51:48.471000,3846.7938888888916,-1303.5,280.5,94.4,3448.1295475344245,-0.05,3.677799862817266,59.166666666666664,175.03472222222223,1
2024-04-07 06:52:50.305,9970.0,202.0,5,0.0,True,0,car,0 days 00:01:03.151000,0 days 02:51:48.671000,3858.016111111114,-1314.9,277.9,94.5,3459.779440237793,-0.0014792593964135837,4.657384290992273,56.11111111111111,4.657384290992273,1
2024-04-07 06:52:50.505,9651.0,195.0,5,0.0,True,0,car,0 days 00:01:03.351000,0 days 02:51:48.871000,3868.849444444447,-1314.9,277.9,94.5,3473.527531014334,-0.00125349865146908,29.01607731364611,54.166666666666664,3.677799862817266,1
2024-04-07 06:52:50.705,10631.0,188.0,5,0.0,True,0,car,0 days 00:01:03.551000,0 days 02:51:49.071000,3879.2938888888916,-1328.4,273.5,94.5,3485.747187310646,0.010639666194682368,29.01607731364611,52.22222222222222,29.01607731364611,1
2024-04-07 06:52:50.905,10750.0,184.0,4,0.0,True,0,car,0 days 00:01:03.751000,0 days 02:51:49.271000,3889.516111111114,-1343.7,265.9,94.4,3496.2032860094914,0.012434184847630297,26.11054328444629,51.11111111111111,32.482389058747785,1
2024-04-07 06:52:51.225,10347.0,176.0,4,0.0,True,0,car,0 days 00:01:04.071000,0 days 02:51:49.591000,3905.1605555555584,-1351.4,260.1,94.4,3507.7553421035377,0.015415949054662781,29.01607731364611,48.888888888888886,36.84602144423104,1
2024-04-07 06:52:51.465,10009.0,170.0,4,0.0,False,0,car,0 days 00:01:04.311000,0 days 02:51:49.831000,3916.4938888888923,-1360.1,250.2,94.3,3518.858945122378,0.011709087922713631,29.5738398549199,47.22222222222222,26.11054328444629,1
2024-04-07 06:52:51.665,9838.0,166.0,4,0.0,False,0,car,0 days 00:01:04.511000,0 days 02:51:50.031000,3925.716111111114,-1364.7,242.2,94.3,3529.7754463933898,0.011909774091425549,29.5738398549199,46.11111111111111,25.322973369083517,1
2024-04-07 06:52:51.985,9517.0,161.0,4,0.0,False,0,car,0 days 00:01:04.831000,0 days 02:51:50.351000,3940.0272222222256,-1368.8,230.3,94.2,3540.490855858268,0.017464811074470427,29.394213628422328,44.72222222222222,34.93096974238796,1
2024-04-07 06:52:52.266,9627.0,157.0,4,54.0,False,0,car,0 days 00:01:05.112000,0 days 02:51:50.632000,3952.2819444444476,-1370.6,215.5,94.0,3552.5262204144415,0.015549392045103735,28.030023514678597,43.61111111111111,29.5738398549199,1
2024-04-07 06:52:52.666,9930.0,161.0,4,57.0,False,0,car,0 days 00:01:05.512000,0 days 02:51:51.032000,3970.1708333333368,-1370.1,206.8,93.8,3566.0354765005477,0.013852916896153684,28.030023514678597,44.72222222222222,27.70690269021602,1
2024-04-07 06:52:53.026,10342.0,166.0,4,67.0,False,0,car,0 days 00:01:05.872000,0 days 02:51:51.392000,3986.7708333333367,-1364.7,186.5,93.0,3579.5724628712287,0.013824539433312289,28.030023514678597,46.11111111111111,29.394213628422328,1
2024-04-07 06:52:53.186,10347.0,168.0,4,67.0,False,0,car,0 days 00:01:06.032000,0 days 02:51:51.552000,3994.2375000000034,-1358.3,173.0,92.2,3594.1124078504918,0.01287092916490344,27.70690269021602,46.666666666666664,28.030023514678597,1
2024-04-07 06:52:53.506,10829.0,176.0,4,83.0,False,0,car,0 days 00:01:06.352000,0 days 02:51:51.872000,4009.881944444448,-1357.3,171.4,92.2,3609.05262203905,0.010101371001596375,27.70690269021602,48.888888888888886,24.14352377665504,1
2024-04-07 06:52:53.921,11500.0,184.0,4,96.0,False,0,car,0 days 00:01:06.767000,0 days 02:51:52.287000,4031.0930555555587,-1335.8,144.7,89.8,3623.3137580386824,0.010582372004995707,27.644813780951747,51.11111111111111,27.644813780951747,1
2024-04-07 06:52:54.186,11861.0,193.0,4,100.0,False,0,car,0 days 00:01:07.032000,0 days 02:51:52.552000,4045.3000000000034,-1324.0,133.4,88.5,3639.6517505714264,0.003806233579485575,24.14352377665504,53.61111111111111,10.939690941532264,1
2024-04-07 06:52:54.546,10648.0,207.0,5,100.0,False,0,car,0 days 00:01:07.392000,0 days 02:51:52.912000,4066.000000000003,-1315.3,126.0,87.6,3655.9897431041704,0.009237159709767332,10.939690941532264,57.5,30.54035929041824,1
2024-04-07 06:52:54.746,11098.0,213.0,5,100.0,False,0,car,0 days 00:01:07.592000,0 days 02:51:53.112000,4077.8333333333367,-1299.4,113.6,86.0,3672.3277356369144,0.0,6.915871803160559,59.166666666666664,0.0,1
2024-04-07 06:52:55.186,11661.0,225.0,5,100.0,False,0,car,0 days 00:01:08.032000,0 days 02:51:53.552000,4105.333333333337,-1291.5,107.8,85.2,3687.5573121247885,0.0,1.7329614679108514,62.5,0.0,1
2024-04-07 06:52:55.466,10615.0,232.0,5,100.0,False,0,car,0 days 00:01:08.312000,0 days 02:51:53.832000,4123.377777777781,-1266.8,89.7,83.2,3702.7868886126626,0.0,1.7329614679108514,64.44444444444444,0.0,1
2024-04-07 06:52:55.705,10872.0,239.0,6,100.0,False,0,car,0 days 00:01:08.551000,0 days 02:51:54.071000,4139.244722222226,-1254.3,81.0,82.4,3718.0164651005366,0.0015691199133236612,1.7329614679108514,66.38888888888889,6.915871803160559,1
2024-04-07 06:52:55.865,10923.0,242.0,6,100.0,False,0,car,0 days 00:01:08.711000,0 days 02:51:54.231000,4150.000277777782,-1254.3,81.0,82.4,3736.324113775339,0.00038349806406879033,1.948622450628252,67.22222222222221,1.7329614679108514,1
